52,戦闘続行/A,9,自身にガッツ状態を付与(5T),"1,000","1,150","1,300","1,450","1,600","1,750","1,900","2,050","2,200","2,500"
53,怪力/A,7,自身の攻撃力アップ(3T),10%,12%,14%,16%,18%,20%,22%,24%,26%,30%
53,天性の魔/A++,7,自身の攻撃弱体耐性アップ(3T)&防御力アップ(3T),50%&20%,55%&22%,60%&24%,65%&26%,70%&28%,75%&30%,80%&32%,85%&34%,90%&36%,100%&40%
53,深淵のラブリュス/C,7,自身のスター集中度をアップ(1T)&Buster性能をアップ(1T),"3,000%&20%","3,300%&21%","3,600%&22%","3,900%&23%","4,200%&24%","4,500%&25%","4,800%&26%","5,100%&27%","5,400%&28%","6,000%&30%"
54,加虐体質/A,7,自身の攻撃力アップ(3T)&自身の防御力ダウン(3T)【デメリット】,10%&10%,12%&10%,14%&10%,16%&10%,18%&10%,20%&10%,22%&10%,24%&10%,26%&10%,30%&10%
54,皇帝特権/A,7,60%の確率で自身の攻撃力アップ(3T)&60%の確率で自身の防御力アップ(3T)&自身のHPを回復,"20%&20%&1,000","22%&22%&1,200","24%&24%&1,400","26%&26%&1,600","28%&28%&1,800","30%&30%&2,000","32%&32%&2,200","34%&34%&2,400","36%&36%&2,600","40%&40%&3,000"
54,在りし日の栄光/B,5,自身のバスターカード性能をアップ(1T)&自身のHPが減少【デメリット】,30%&500,32%&500,34%&500,36%&500,38%&500,40%&500,42%&500,44%&500,46%&500,50%&500
55,黄金律/B,8,自身のNP獲得量アップ,18%,20.70%,23.10%,26.10%,28.80%,31.50%,34.20%,36.90%,39.60%,45%
55,仕切り直し/A,7,自身の弱体状態を解除&自身のHPを回復,x&1000,x&1150,x&1300,x&1450,x&1600,x&1750,x&1900,x&2050,x&2200,x&2500
55,戦闘続行/A,9,自身にガッツ状態を付与(5T),"1,000","1,150","1,300","1,450","1,600","1,750","1,900","2,050","2,200","2,500"
56,変化/C,7,自身の防御力をアップ(3T),16%,16.80%,17.60%,18.40%,19.20%,20%,20.80%,21.60%,22.40%,24%
56,ストーキング/B,7,敵単体の防御力をダウン(3T) (弱体耐性無視)&敵単体の攻撃力をアップ(3T)【デメリット】,12%&20%,13.2%&20%,14.4%&20%,15.6%&20%,16.8%&20%,18%&20%,19.2%&20%,20.4%&20%,21.6%&20%,24%&20%
56,焔色の接吻/A,7,自身の弱体状態を解除&Busterカード性能をアップ(1T),x&20%,x&21%,x&22%,x&23%,x&24%,x&25%,x&26%,x&27%,x&28%,x&30%
57,支援呪術/C+,7,敵単体の攻撃力をダウン(2T)&防御力をダウン(2T),5%&10%,6%&12%,7%&14%,8%&16%,9%&18%,10%&20%,11%&22%,12%&24%,13%&26%,15%&30%
57,戦闘続行/B,9,自身にガッツ状態を付与(4T),750,875,"1,000","1,125","1,250","1,375","1,500","1,625","1,750","2,000"
57,血啜の獣斧/A+,8,自身の弱体状態を解除&最大HPが増える状態を付与(3T),x&1000,x&1200,x&1400,x&1600,x&1800,x&2000,x&2200,x&2400,x&2600,x&3000
58,怪力/B,7,自身の攻撃力アップ(2T),10,12,14,16,18,20,22,24,26,30
58,呪術/E,7,敵単体のチャージを低確率で減らす,40,42,44,46,48,50,52,54,56,60
58,変化/B,7,自身の防御力アップ(3T),18,18.9,19.8,20.7,21.6,22.5,23.4,24.3,25.2,27
59,啓示/A,8,自身に毎Tスター獲得を付与(3T),3,4,5,5,6,6,7,8,8,9
59,真名看破/B,7,敵サーヴァント単体の宝具威力を大ダウン(1T),15%,16.50%,18%,19.50%,21%,22.50%,24%,25.50%,27%,30%
59,神明裁決/A,8,敵サーヴァント単体を確率で行動不能状態にする(1T),70%,75%,80%,85%,90%,95%,100%,105%,110%,120%
60,女神の寵愛/EX,7,自身の防御力を大アップ(1T)&攻撃力をアップ(3T)&弱体耐性をアップ(3T),30%&20%&50％,32%&20%&50％,34%&20%&50％,36%&20%&50％,38%&20%&50％,40%&20%&50％,42%&20%&50％,44%&20%&50％,46%&20%&50％,50%&20%&50％
60,移り気への楔/A+,7,自身に[男性]特攻状態を付与(1T),50%,55%,60%,65%,70%,75%,80%,85%,90%,100%
60,心眼（偽）/B-,8,自身に回避状態を付与(1T)&クリティカル威力をアップ(3T),x&17%,x&18.7%,x&20.4%,x&22.1%,x&23.8%,x&25.5%,x&27.2%,x&28.9%,x&30.6%,x&34%
61,無辜の怪物/EX,7,自身に毎ターンスター獲得状態付与(3T)&自身のHPを回復,6&1000,7&1100,8&1200,8&1300,9&1400,9&1500,10&1600,11&1700,11&1800,12&2000
61,魔力放出（かぼちゃ）/A,7,自身のバスター性能をアップ(1T)&敵全体にやけど状態を付与(10T),25%&300,27%&300,29%&300,31%&300,33%&300,35%&300,37%&300,39%&300,41%&300,45%&300
61,出演続行/A,9,自身にガッツ状態を付与(1回&5T)&スターを獲得,1000&8,1150&8,1300&8,1450&8,1600&8,1750&8,1900&8,2050&8,2200&8,2500&8
62,呪術/EX,7,敵単体のチャージを高確率で減らす,80%,82%,84%,86%,88%,90%,92%,94%,96%,100%
62,変化/A,7,自身の防御力を大アップ(1T)&自身の防御力をアップ(3T),30%&10％,30%&12％,30%&14％,30%&16％,30%&18％,30%&20％,30%&22％,30%&24％,30%&26％,30%&30％
62,狐の嫁入り/EX,7,味方単体のアーツ性能をアップ(3T)&味方単体のHPを回復(3T),30%&1000,"32%&1,150","34%&1,300","36%&1,450","38%&1,600","40%&1,750","42%&1,900","44%&2,050","46%&2,200","50%&2,500"
63,神の加護/A,7,自身の防御力を大アップ(1T)&自身のHPを大回復,"50%&1,000","50%&1,100","50%&1,200","50%&1,300","50%&1,400","50%&1,500","50%&1,600","50%&1,700","50%&1,800","50%&2,000"
63,治癒の竪琴/B,8,味方全員の精神異常状態を解除 &味方全員に回避状態を付与(1回) &味方全体ののHPを回復,x&x&300,x&x&350,x&x&400,x&x&450,x&x&500,x&x&550,x&x&600,x&x&650,x&x&700,x&x&800
63,カリスマ/B,7,味方全体の攻撃力をアップ(3T),9%,9.90%,10.80%,11.70%,12.60%,13.50%,14.40%,15.30%,16.20%,18%
64,軍略/C+,7,味方全体の宝具威力アップ(1T),8.50%,9.40%,10.20%,11.10%,11.90%,12.80%,13.60%,14.50%,15.30%,17%
64,友誼の証明/C,7,敵単体に中確率でスタン付与&チャージを中確率で減らす,60%&60%,62%&62%,64%&64%,66%&66%,68%&68%,70%&70%,72%&72%,74%&74%,76%&76%,80%&80%
64,仕切り直し/B,7,自身の弱体状態を解除&HP回復,x&800,x&920,x&1040,x&1160,x&1280,x&1400,x&1520,x&1640,x&1760,x&2000
65,嵐の航海者/A+,7,味方全体の宝具威力アップ（1T）&味方全体の攻撃力アップ（1T）,8.5%&8.5%,9.4%&9.4%,10.2%&10.2%,11.1%&11.1%,11.90%,12.8%&12.8%,13.6%&13.6%,14.5%&14.5%,15.3%&15.3%,17%&17%
65,黄金律/B,8,自身のNP獲得量アップ（3T）,18%,20.70%,23.40%,26.10%,28.80%,31.50%,34.20%,36.90%,39.60%,45%
65,星の開拓者/EX,8,自身のNPを増やす&無敵貫通状態を付与（3T）&スターを獲得,30%&x&10,32%&x&10,34%&x&10,36%&x&10,38%&x&10,40%&x&10,42%&x&10,44%&x&10,46%&x&10,50%&x&10
66,航海/A,8,自身のスター発生率を大アップ(3T),30%,32%,34%,36%,38%,40%,42%,44%,46%,50%
66,射撃/B,7,自身のクリティカル威力アップ(1T),50%,55%,60%,65%,70%,75%,80%,85%,90%,100%
66,コンビネーション/C,7,自身の攻撃力をアップ(1T)&スター集中(1T),20%&300%,21%&330%,22%&360%,23%&390%,24%&420%,25%&450%,26%&480%,27%&510%,28%&540%,30%&600%
67,高速神言/A,9,自身のNPをものすごく増やす,80,87,94,101,108,115,122,129,136,150
67,耐毒/A++,7,味方全体の毒状態を解除&味方全体のHPを回復,x&2000,x&2100,x&2200,x&2300,x&2400,x&2500,x&2600,x&2700,x&2800,x&3000
67,うたかたの恋/B,10,味方単体のHP回復量をアップ(1T),50%,55%,60%,65%,70%,75%,80%,85%,90%,100%
68,縮地/B,7,自身のクイックカード性能をアップ(1T),30%,32%,34%,36%,38%,40%,42%,44%,46%,50%
68,病弱/A,7,自身のスター集中度をアップ(1T),500%,550%,600%,650%,700%,750%,800%,850%,900%,1000%
68,心眼（偽）/A,8,自身に回避状態を付与(1T)&クリティカル威力をアップ(3T),x&20%,x&22%,x&24%,x&26%,x&28%,x&30%,x&32%,x&34%,x&36%,x&40%
69,戦略/B,8,味方全体のNP獲得量をアップ（3T）,20%,21%,22%,23%,24%,25%,26%,27%,28%,30%
69,天下布武/A,7,自身に[神性]特攻状態を付与（1T）,50%,55%,60%,65%,70%,75%,80%,85%,90%,100%
69,魔王/A,7,自身のスター集中率をアップ（3T）&自身のクリティカル威力アップ（3T）,300%&20%,330%&23%,360%&26%,390%&29%,420%&32%,450%&35%,480%&38%,510%&41%,540%&44%,600%&50%
70,魔境の智慧/A+,7,自身のクリティカル威力アップ（3T）確率80%&自身にスター集中状態を付与（3T）確率80%&自身に回避状態を付与（1T）,30%&300%&x,32%&320%&x,34%&340%&x,36%&360%&x,38%&380%&x,40%&400%&x,42%&420%&x,44%&440%&x,46%&460%&x,50%&500%&x
70,原初のルーン/-,8,味方単体のクイック性能をアップ（1T),30%,32%,34%,36%,38%,40%,42%,44%,46%,50%
70,神殺し/B,7,自身に[神性]特攻状態を付与（1T）&自身に[死霊]特攻状態を付与（1T）,50%&50%,55%&55%,60%&60%,65%&65%,70%&70%,75%&75%,80%&80%,85%&85%,90%&90%,100%&100%
71,心眼（真）/B,8,自身に回避状態を付与(1T)&防御力アップ(3T),x&9%,x&9.9%,x&10.8%,x&11.7%,x&12.6%,x&13.5%,x&14.4%,x&15.3%,x&16.2%,x&18%
71,愛の黒子/C,7,敵全体[女性]の攻撃力を大ダウン(1T),30%,32%,34%,36%,38%,40%,42%,44%,46%,50%
71,騎士の武略/B,7,自身のスター発生率を大アップ(3T),30%,32%,34%,36%,38%,40%,42%,44%,46%,50%
72,勇猛/A,7,自身の攻撃力アップ(3T)&精神異常弱体耐性アップ(3T),10%&20%,12%&22%,14%&24%,16%&26%,18%&28%,20%&30%,22%&32%,24%&34%,26%&36%,30%&40%
72,反骨の相/B,7,自身の防御力アップ(3T)&攻撃強化成功率ダウン(3T)【デメリット】,15%&50%,16%&50%,17%&50%,18%&50%,19%&50%,20%&50%,21%&50%,22%&50%,23%&50%,25%&50%
72,心眼（真）/A,8,自身に回避状態を付与(1T)&防御力アップ(3T),x&10%,x&11%,x&12%,x&13%,x&14%,x&15%,x&16%,x&17%,x&18%,x&20%
73,聖者の贈り物/EX,7,味方単体のHPを大回復&スター発生率アップ(3T),1500&30%,1700&30%,1900&30%,2100&30%,2300&30%,2500&30%,2700&30%,2900&30%,3100&30%,3500&30%
73,直感/A,7,スターを大量獲得,5,6,7,8,9,10,11,12,13,15
73,魔力放出/A-,7,自身のBusterカード性能をアップ(1T),25%,27%,29%,31%,33%,35%,37%,39%,41%,45%
74,自己改造/A,7,自身のクリティカル威力アップ(3T)&スター集中アップ(3T),22%&300%,23%&330%,26%&360%,29%&390%,32%&420%,35%&450,38%&480%,41%&510%,44%&540%,50%&600%
74,変化/A+,7,自身の防御力を大アップ(1T)&自身の防御力をアップ(3T)&弱体耐性アップ(3T),30%&10%&20%,30%&12%&22%,30%&14%&24%,30%&16%&26%,30%&18%&28%,30%&20%&30%,30%&22%&32%,30%&24%&34%,30%&26%&36%,30%&30%&40%
74,一方その頃/A,8,自身のNPを増やす&自身のHPを回復&自身の弱体状態を解除,"20&1,000&x","22&1,100&x","24&1,200&x","26&1,300&x","28&1,400&x","30&1,500&x","32&1,600&x","34&1,700&x","36&1,800&x","40&2,000&x"
75,霧夜の殺人/A,8,自身のクイックカード性能をアップ(1T)&回避状態を付与(1T),30%&x,32%&x,34%&x,36%&x,38%&x,40%&x,42%&x,44%&x,46%&x,50%&x
75,情報抹消/B,7,敵単体のクリティカル発生率ダウン(3T)&敵単体の強化状態を解除,10%&x,12%&x,14%&x,16%&x,18%&x,20%&x,22%&x,24%&x,26%&x,30%&x
75,外科手術/E,6,味方単体のHPを回復,500,700,900,"1,100","1,300","1,500","1,700","1,900","2,100","2,500"
76,魔力放出/A,7,自身のバスター性能をアップ(1T),30%,32%,34%,36%,38%,40%,42%,44%,46%,50%
76,直感/B,7,スターを大量獲得,4,5,6,7,8,9,10,11,12,14
76,不貞隠しの兜/EX,8,自身の弱体状態を解除&防御力をアップ(1T)＆NPを増やす,6%,x&32%&12,x&34%&14,x&36%&16,x&38%&18,x&40%&20,x&42%&22,x&44%&24,x&46%&26,x&50%&30
77,ガルバニズム/A,7,自身のNP獲得量アップ(3T),30%,32%,34%,36%,38%,40%,42%,44%,46%,50%
77,天賦の叡智/EX,7,自身の防御力アップ(3T) 確率80％&自身の宝具威力アップ(1T) 確率80％&自身の攻撃力をアップ(3T)&ガッツ状態を付与(3T),"20%&20%&10%&1,000","21%&21%&11%&1,200","22%&22%&12%&1,400","23%&23%&13%&1,600","24%&24%&14%&1,800","25%&25%&15%&2,000","26%&26%&16%&2,200","27%&27%&17%&2,400","28%&28%&18%&2,600","30%&30%&20%&3,000"
77,星の開拓者/EX,8,自身のNPを増やす&無敵貫通状態を付与(3T)&スターを獲得,30%&x&10,32%&x&10,34%&x&10,36%&x&10,38%&x&10,40%&x&10,42%&x&10,44%&x&10,46%&x&10,50%&x&10
78,魔力放出/A+,7,自身のバスターカードの性能をアップ（1T）,35%,37%,39%,41%,43%,45%,47%,49%,51%,55%
78,最果ての加護/A,7,自身にスター集中状態を付与（1T）&自身のクリティカル威力アップ（1T）&スター獲得,500%&30%&5個 ,550%&32%&6個,600%&34%&6個,650%&36%&7個,700%&38%&7個,750%&40%&8個,800%&42%&8個,850%&44%&9個,900%&46%&9個,1000%&50%&10個
78,カリスマ/E,7,味方全体の攻撃力をアップ（3T）,6%,6.60%,7.20%,7.80%,8.40%,9%,9.60%,10.20%,10.80%,12%
79,高速詠唱/A,10,自身のNPすごくを増やす,55,57.5,60,62.5,65,67.5,70,72.5,75,80
79,エレメンタル/A+,9,味方全体のアーツ性能をアップ(3T),10%,11%,12%,13%,14%,15%,16%,17%,18%,20%
79,賢者の石/A,10,味方単体にガッツ状態を付与(3T),"1,000","1,200","1,400","1,600","1,800","2,000","2,200","2,400","2,600","3,000"
80,一意専心/C,8,自身のNP獲得量をアップ(3T)&自身にスター集中状態を付与(1T),20%&500%,21%&550%,22%&600%,23%&650%,24%&700%,25%&750%,26%&800%,27%&850%,28%&900%,"30%&1,000%"
80,機関の鎧/EX,7,自身の攻撃力アップ(3T)&自身に無敵状態を付与(1T),20%&x,22%&x,24%&x,26%&x,28%&x,30%&x,32%&x,34%&x,36%&x,40%&x
80,オーバーロード/D,7,自身の宝具の威力を大アップ(1T)&自身にやけど付与(5T)【デメリット】,15%&300,16%&300,17%&300,18%&300,19%&300,20%&300,21%&300,22%&300,23%&300,25%&300
81,怪力/B,7,自身の攻撃力アップ(3T)&ハイド時さらに攻撃力アップ(3T),5%&25%,6%&26%,7%&27%,8%&28%,9%&29%,10%&30%,11%&31%,12%&32%,13%&33%,15%&35%
81,恐慌の声/A,8,自身のスタン付与成功率をアップ(1回)&ハイド時さらにスタン付与成功率をアップ(1回)&敵単体に低確率でスタン付与,5%&85%&10%,6%&90%&10%,7%&95%&10%,8%&100%&10%,9%&105%&10%,10%&110%&10%,11%&115%&10%,12%&120%&10%,13%&125%&10%,15%&135%&10%
81,自己改造/D,7,自身のクリティカル威力アップ(3T)&ハイド時さらにクリティカル威力アップ(3T),5%&25%,6%&26%,7%&27%,8%&28%,9%&29%,10%&30%,11%&31%,12%&32%,13%&33%,15%&35%
82,ガルバニズム/B,7,自身のNP獲得量アップ(3T),25%,27%,29%,31%,33%,35%,37%,39%,41%,45%
82,虚ろなる生者の嘆き/C,8,敵単体に中確率でスタン付与&防御力ダウン(1T),60%&20%,60%&21%,60%&22%,60%&23%,60%&24%,60%&25%,60%&26%,60%&27%,60%&28%,60%&30%
82,オーバーロード/C,7,自身の宝具の威力を大アップ(1T)&自身にやけど付与(5T)【デメリット】,20%&300,21%&300,22%&300,23%&300,24%&300,25%&300,26%&300,27%&300,28%&300,30%&300
84,千里眼(射手)/B+,7,自身のスター発生率をアップ(3T)&弱体無効状態を付与(5T),30%&x,32%&x,34%&x,36%&x,38%&x,40%&x,42%&x,44%&x,46%&x,50%&x
84,授かりの英雄/A,12,自身のNPを増やす&毎ターンHP回復状態を付与(5T)&毎ターンスター獲得状態を付与(5T),25&1000&4,25&1100&5,25&1200&5,25&1300&6,25&1400&6,25&1500&6,25&1600&7,25&1700&7,25&1800&8,25&2000&8
84,魔力放出（炎）/A,7,自身のバスター性能をアップ(1T)&宝具威力をアップ(1T),20%&10％,21%&11％,22%&12％,23%&13％,24%&14％,25%&15％,26%&16％,27%&17％,28%&18％,30%&20％
85,貧者の見識/A,8,敵単体の弱体耐性をダウン(1T)&敵単体に宝具封印状態を付与(1T),30%&x,32%&x,34%&x,36%&x,38%&x,40%&x,42%&x,44%&x,46%&x,50%&x
85,魔力放出（炎）/A,7,自身のバスター性能をアップ(1T)&自身の宝具威力をアップ(1T),20%&10％,21%&11％,22%&12％,23%&13％,24%&14％,25%&15％,26%&16％,27%&17％,28%&18％,30%&20％
85,無冠の武芸/-,8,自身のNPを増やす&自身のスター発生率をアップ(3T)&自身のクリティカル威力をアップ(3T),25%&30%&20％,25%&32%&22％,25%&34%&24％,25%&36%&26％,25%&38%&28％,25%&40%&30％,25%&42%&32％,25%&44%&34％,25%&46%&36％,25%&50%&40％
86,支援砲撃/EX,10,1ターン後に敵全体に中確率でスタンを付与する(1T),60%,62%,64%,66%,68%,70%,72%,74%,76%,80%
86,セイバーの星/C++,7,自身に無敵状態を付与(1T)&スターを大量獲得,x&10個,x&11個,x&12個,x&13個,x&14個,x&15個,x&16個,x&17個,x&18個,x&20個
86,銀河流星剣/C,8,自身の〔セイバー〕に対する攻撃時のスター発生率を超アップ(3T)&自身に〔セイバー〕特攻状態を付与(3T),50%&30%,55%&32%,60%&34%,65%&36%,70%&38%,75%&40%,80%&42%,85%&44%,90%&46%,100%&50%
87,千里眼(麗)/B++,8,味方全体のスター発生率をアップ(3T)&NP獲得量をアップ(3T),30%&10%,32%&12%,34%&14%,36%&16%,38%&18%,40%&20%,42%&22%,44%&24%,46%&26%,50%&30%
87,女難の美/A,12,身に確率で回避状態を付与(1T)&ターゲット集中状態を付与(1T)&[女性]からの魅了耐性ダウン(3T)【デメリット】,60%&100%&80%,64%&120%&80%,68%&140%&80%,72%&160%&80%,76%&180%&80%,80%&200%&80%,84%&220%&80%,88%&240%&80%,92%&260%&80%,100%&300%&80%
87,魔術/B,7,自身のArtsカード性能をアップ(1T),24%,25.60%,27.20%,28.80%,30.40%,32%,33.60%,35.50%,36.80%,40%
88,魔力放出（炎）/B,7,自身のバスター性能をアップ(1T)&宝具威力をアップ(1T),15%&8％,16%&8.7％,17%&9.4％,18%&10.1％,19%&10.8％,20%&11.5％,21%&12.2％,22%&12.9％,23%&13.6％,25%&15％
88,原初のルーン/-,8,敵単体のクリティカル発生率ダウン(3T)&宝具威力をダウン(1T),30%&15％,32%&16.5％,34%&18％,36%&19.5％,38%&21％,40%&22.5％,42%&24％,44%&25.5％,46%&27％,50%&30％
88,英雄の介添/C,7,味方単体にスター集中状態を付与(3T)&HPを回復,"300%&1,000","330%&1,200","360%&1,400","390%&1,600","420%&1,800","450%&2,000","480%&2,200","510%&2,400","540%&2,600","600%&3,000"
89,ベルセルク/A,7,自身の攻撃力アップ(1T)&宝具威力をアップ(1T),20%&10%,21%&11%,22%&12%,23%&13%,24%&14%,25%&15%,26%&16%,27%&17%,28%&18%,30%&20%
89,直感/B,8,スターを大量獲得,4,5,6,7,8,9,10,11,12,14
89,戦闘続行/B,9,自身にガッツ状態を付与(4T),750,875,"1,000","1,125","1,250","1,375","1,500","1,625","1,750","2,000"
90,天に星を/A,9,味方単体のNP獲得量をアップ(3T),35%,36%,37%,38%,39%,40%,41%,42%,43%,45%
90,地に花を/A,8,味方単体の攻撃力をアップ(3T)&スター発生率をアップ(3T),30%&30％,31%&32％,32%&34％,33%&36％,34%&38％,35%&40％,36%&42％,37%&44％,38%&46％,40%&50％
90,人に愛を/A,7,味方単体のHPを回復&防御力をアップ(3T),1000&10%,1200&11%,1400&12%,1600&13%,1800&14%,2000&15%,2200&16%,2400&17%,2600&18%,3000&20%
91,直死の魔眼/C,7,自身に無敵貫通状態を付与(1T)&自身のアーツカード性能をアップ(1T)&敵全体の即死耐性をダウン(1T),x&25%&60%,x&26.5%&62%,x&28%&64%,x&29.5%&66%,x&31%&68%,x&32.5%&70%,x&34%&72%,x&35.5%&74%,x&37%&76%,x&40%&80%
91,雲耀/B,7,自身の攻撃力アップ(3T)&精神異常耐性をアップ(3T),15%&18%,16%&19.8%,17%&21.6%,18%&23.4%,19%&25.2%,20%&27%,21%&28.8%,22%&30.6%,23%&32.4%,25%&36%
91,陰陽魚/A,6,自身のHPを回復&自身のNPを減少【デメリット】,2000&10,2300&10,2600&10,2900&10,3200&10,3500&10,3800&10,4100&10,4400&10,5000&10
92,直死の魔眼/A,7,自身に無敵貫通状態を付与(1T)&アーツ性能をアップ(1T)&敵単体の即死耐性をダウン(1T),x&30%&80%,x&32%&82%,x&34%&84%,x&36%&86%,x&38%&88%,x&40%&90%,x&42%&92%,x&44%&94%,x&46%&96%,x&50%&100%
92,心眼（偽）/A,8,自身に回避状態を付与(1T)&クリティカル威力アップ(3T),x&20%,x&22%,x&24%,x&26%,x&28%,x&30%,x&32%,x&34%,x&36%,x&40%
92,陰陽魚/B,8,自身のNPを増やす&HPが減少【デメリット】,"20%&1,000","21%&1,000","22%&1,000","23%&1,000","24%&1,000","25%&1,000","26%&1,000","27%&1,000","28%&1,000","30%&1,000"
93,啓示/A,8,自身に毎ターンスター獲得状態付与(3T),3個,4個,5個,5個,6個,6個,7個,8個,8個,9個
93,洗礼詠唱/B+,12,敵単体(死霊と悪魔)のチャージを高確率で減少&自身のNPを毎ターン増加(5T),x&10%,x&11%,x&12%,x&13%,x&14%,x&15%,x&16%,x&17%,x&18%,x&20%
93,神明裁決(偽）/C++,8,敵単体(サーヴァント)を行動不能にする(1T)&自身のバスター性能アップ(3T),50%&20％,55%&21％,60%&22％,65%&23％,70%&24％,75%&25％,80%&26％,85%&27％,90%&28％,100%&30％
94,怪力/C-,7,自身の攻撃力アップ（1T）,8%,10%,12%,14%,16%,18%,20%,22%,24%,28%
94,触れれば転倒！/D,10,敵単体に確率でスタン付与（1T）,60%,63%,66%,69%,72%,75%,78%,81%,84%,90%
94,理性蒸発/D+,10,毎ターン確率(65%)でスター獲得（5T）&毎ターン確率(65%)でスター発生率アップ（5T）&毎ターン確率(65%)でクリティカル威力アップ（5T）&自身のNP増加,5&30%&20%&30%,6&32%&22%&32%,6&34%&24%&34%,7&36%&26%&36%,7&38%&28%&38%,8&40%&30%&40%,8&42%&32%&42%,9&44%&34%&44%,9&46%&36%&46%,10&50%&40%&50%
95,カリスマ/A+,7,味方全員の攻撃力をアップ(3T),10.50%,11.60%,12.60%,13.70%,14.70%,15.80%,16.80%,17.90%,18.90%,21%
95,紅顔の美少年/C,9,敵単体〔人型〕に魅了付与(1T),45%,48%,51%,54%,57%,60%,63%,66%,69%,75%
95,黄金律/A,8,自身のNP獲得量をアップ(3T),20%,23%,26%,29%,32%,35%,38%,41%,44%,50%
96,鋼鉄の決意/EX,8,自身に無敵貫通状態を付与(1T)&自身の攻撃力アップ(1T)&自身の弱体耐性アップ(3T),x&30%&14%,x&32%&15.8%,x&34%&17.6%,x&36%&19.4%,x&38%&21.2%,x&40%&23%,x&42%&24.8%,x&44%&26.6%,x&46%&28.4%,x&50%&32%
96,黄金律/A,8,自身のNP獲得量アップ(3T),20%,23%,26%,29%,32%,35%,38%,41%,44%,50%
96,窮地の智慧/A,8,敵単体のチャージを減らす&自身の弱体状態を解除&スター獲得,x&x&10,x&x&11,x&x&12,x&x&13,x&x&14,x&x&15,x&x&16,x&x&17,x&x&18,x&x&20
97,鋼の看護/A,7,味方単体のHPを回復,"2,000","2,200","2,400","2,600","2,800","3,000","3,200","3,400","3,600","4,000"
97,人体理解/A,8,自身に[人型]特攻状態を付与(3T)&[人型]特防状態を付与(3T),30&15,32&16,34&17,36&18,38&19,40&20,42&21,44&22,46&23,50&25
97,天使の叫び/EX,7,味方単体のバスターカード性能をアップ(3T),30,32,34,36,38,40,42,44,46,50
98,精霊の狂騒/A,8,敵全体のクリティカル発生ダウン(3T)&敵全体の攻撃力ダウン(3T),30%&10%,32%&11%,34%&12%,36%&13%,38%&14%,40%&15%,42%&16%,44%&17%,46%&18%,50%&20%
98,矢避けの加護/C,7,自身に回避状態を付与(2回)&自身の防御力アップ(3T),x&7%,x&7.7%,x&8.4%,x&9.1%,x&9.8%,x&10.5%,x&11.2%,x&11.9%,x&12.6%,x&14%
98,戦闘続行/A,9,自身にガッツ状態を付与(5T),"1,000","1,150","1,300","1,450","1,600","1,750","1,900","2,050","2,200","2,500"
99,黄金律（体）/A,8,自身に弱体無効状態を付与(3T)&毎ターンHP回復状態付与(3T)&毎ターンNP獲得状態付与(3T),x&500&10,x&550&10,x&600&10,x&650&10,x&700&10,x&750&10,x&800&10,x&850&10,x&900&10,x&1000&10
99,女王の躾/A,7,味方全体の攻撃力をアップ(3T)&[男性]の攻撃力をアップ(3T)&自身のHPを回復,"10%&10%&1,000","11%&11%&1,100","12%&12%&1,200","13%&13%&1,300","14%&14%&1,400","15%&15%&1,500","16%&16%&1,600","17%&17%&1,700","18%&18%&1,800","20%&20%&2,000"
99,魅惑の美声/C,9,敵単体[男性]に魅了状態を付与(1T),50%,53%,56%,59%,62%,65%,68%,71%,74%,80%
100,魔力同調/C,9,味方全体のNPを増やす,10,11,12,13,14,15,16,17,18,20
100,マハトマ/A,10,自身に毎ターンスター獲得状態を付与(5T)&確率で宝具威力(50%)アップ(1T),5&60%,5&62%,5&64%,5&66%,5&68%,5&70%,5&72%,5&74%,5&76%,5&80%
100,未知への探求/B,9,味方全体のバスター性能をアップ(3T)&味方全体のアーツ性能をアップ(3T)&味方全体のクイック性能をアップ(3T),15%&15%&15%,15.5%&15.5%&15.5%,16%&16%&16%,16.5%&16.5%&16.5%,17%&17%&17%,17.5%&17.5%&17.5%,18%&18%&18%,18.5%&18.5%&18.5%,19%&19%&19%,20%&20%&20%
101,武の祝福/A,6,自身のスター集中度アップ(1T)&自身のクリティカル威力アップ(1T),300%&50％,320%&55％,340%&60％,360%&65％,380%&70％,400%&75％,420%&80％,440%&85％,460%&90％,500%&100％
101,カリスマ/B,7,味方全体の攻撃力アップ(3ターン),9%,9.90%,10.80%,11.70%,12.60%,13.50%,14.40%,15.30%,16.20%,18%
101,離別の呪い/A,9,自身にガッツ付与(1回、3T)&自身のHP回復,1000&1000,1000&1200,1000&1400,1000&1600,1000&1800,1000&2000,1000&2200,1000&2400,1000&2600,1000&3000
102,中国武術（六合大槍）/A+++,8,自身に必中状態を付与(1T)&クリティカル威力アップ(1T),x&50%,x&55%,x&60%,x&65%,x&70%,x&75%,x&80%,x&85%,x&90%,x&100%
102,圏境/B,8,自身に回避状態を付与(1T)&スター集中状態を付与(1T),x&300%,x&320%,x&340%,x&360%,x&380%,x&400%,x&420%,x&440%,x&460%,x&500%
102,絶招/B,8,自身に無敵貫通状態を付与(1T)&自身のArtsカード性能をアップ(1T),x&30%,x&32%,x&34%,x&36%,x&38%,x&40%,x&42%,x&44%,x&46%,x&50%
103,変化/C,7,自身の防御力アップ(3T),16%,16.80%,17.60%,18.40%,19.20%,20%,20.80%,21.60%,22.40%,24%
